File Type,Original Name,New Name,Error
Main PDF,Advanced_Mobile_IV_LLC_Advanced_Mobile_IV_and_AMIV_2024.pdf,"ADVANCED MOBILE IV, LLC_2024.pdf",File not found
JSON,Advanced_Mobile_IV_LLC_Advanced_Mobile_IV_and_AMIV_2024_FranchiseInfo.json,"ADVANCED MOBILE IV, LLC_2024_FranchiseInfo.json",File not found
Items PDF,Advanced_Mobile_IV_LLC_Advanced_Mobile_IV_and_AMIV_2024_Items1-23.pdf,"ADVANCED MOBILE IV, LLC_2024_Items1-23.pdf",File not found in Items folder
Main PDF,AdvantaClean_Systems_LLC_AdvantaClean_2024.pdf,"ADVANTACLEAN SYSTEMS, LLC_2024.pdf",File not found
JSON,AdvantaClean_Systems_LLC_AdvantaClean_2024_FranchiseInfo.json,"ADVANTACLEAN SYSTEMS, LLC_2024_FranchiseInfo.json",File not found
Subfolder PDF,AdvantaClean_Systems_LLC_AdvantaClean_2024_Items1-23.pdf,"ADVANTACLEAN SYSTEMS, LLC_2024_Items1-23.pdf",File not found in subfolder
Items PDF,AdvantaClean_Systems_LLC_AdvantaClean_2024_Items1-23.pdf,"ADVANTACLEAN SYSTEMS, LLC_2024_Items1-23.pdf",File not found in Items folder
Main PDF,Aerus_Franchising_LLC_Aerus_2024.pdf,AERUS FRANCHISING LLC_2024.pdf,File not found
JSON,Aerus_Franchising_LLC_Aerus_2024_FranchiseInfo.json,AERUS FRANCHISING LLC_2024_FranchiseInfo.json,File not found
Subfolder PDF,Aerus_Franchising_LLC_Aerus_2024_Items1-23.pdf,AERUS FRANCHISING LLC_2024_Items1-23.pdf,File not found in subfolder
Items PDF,Aerus_Franchising_LLC_Aerus_2024_Items1-23.pdf,AERUS FRANCHISING LLC_2024_Items1-23.pdf,File not found in Items folder
Main PDF,AFC_Franchising_LLC_AFCAmerican_Family_Care_2024.pdf,"AFC FRANCHISING, LLC_2024.pdf",File not found
JSON,AFC_Franchising_LLC_AFCAmerican_Family_Care_2024_FranchiseInfo.json,"AFC FRANCHISING, LLC_2024_FranchiseInfo.json",File not found
Subfolder PDF,AFC_Franchising_LLC_AFCAmerican_Family_Care_2024_Items1-23.pdf,"AFC FRANCHISING, LLC_2024_Items1-23.pdf",File not found in subfolder
Items PDF,AFC_Franchising_LLC_AFCAmerican_Family_Care_2024_Items1-23.pdf,"AFC FRANCHISING, LLC_2024_Items1-23.pdf",File not found in Items folder
Main PDF,Agile_Pursuits_Franchising_Inc_Tide_Laundromat_2024.pdf,"AGILE PURSUITS FRANCHISING, INC._2024.pdf",File not found
JSON,Agile_Pursuits_Franchising_Inc_Tide_Laundromat_2024_FranchiseInfo.json,"AGILE PURSUITS FRANCHISING, INC._2024_FranchiseInfo.json",File not found
Subfolder PDF,Agile_Pursuits_Franchising_Inc_Tide_Laundromat_2024_Items1-23.pdf,"AGILE PURSUITS FRANCHISING, INC._2024_Items1-23.pdf",File not found in subfolder
Items PDF,Agile_Pursuits_Franchising_Inc_Tide_Laundromat_2024_Items1-23.pdf,"AGILE PURSUITS FRANCHISING, INC._2024_Items1-23.pdf",File not found in Items folder
Main PDF,Aira_Fitness_Franchising_LLC_Aira_Fitness_2024.pdf,AIRA FITNESS FRANCHISING LLC_2024.pdf,File not found
JSON,Aira_Fitness_Franchising_LLC_Aira_Fitness_2024_FranchiseInfo.json,AIRA FITNESS FRANCHISING LLC_2024_FranchiseInfo.json,File not found
Subfolder PDF,Aira_Fitness_Franchising_LLC_Aira_Fitness_2024_Items1-23.pdf,AIRA FITNESS FRANCHISING LLC_2024_Items1-23.pdf,File not found in subfolder
Items PDF,Aira_Fitness_Franchising_LLC_Aira_Fitness_2024_Items1-23.pdf,AIRA FITNESS FRANCHISING LLC_2024_Items1-23.pdf,File not found in Items folder
Main PDF,Aire-Master_of_America_Inc_Aire-Master_2024.pdf,"AIRE-MASTER OF AMERICA, INC._2024.pdf",File not found
JSON,Aire-Master_of_America_Inc_Aire-Master_2024_FranchiseInfo.json,"AIRE-MASTER OF AMERICA, INC._2024_FranchiseInfo.json",File not found
Subfolder PDF,Aire-Master_of_America_Inc_Aire-Master_2024_Items1-23.pdf,"AIRE-MASTER OF AMERICA, INC._2024_Items1-23.pdf",File not found in subfolder
Items PDF,Aire-Master_of_America_Inc_Aire-Master_2024_Items1-23.pdf,"AIRE-MASTER OF AMERICA, INC._2024_Items1-23.pdf",File not found in Items folder
Main PDF,Aire_Serv_SPV_LLC_Aire_Serv_2024.pdf,AIRE SERV SPV LLC_2024.pdf,File not found
JSON,Aire_Serv_SPV_LLC_Aire_Serv_2024_FranchiseInfo.json,AIRE SERV SPV LLC_2024_FranchiseInfo.json,File not found
Subfolder PDF,Aire_Serv_SPV_LLC_Aire_Serv_2024_Items1-23.pdf,AIRE SERV SPV LLC_2024_Items1-23.pdf,File not found in subfolder
Items PDF,Aire_Serv_SPV_LLC_Aire_Serv_2024_Items1-23.pdf,AIRE SERV SPV LLC_2024_Items1-23.pdf,File not found in Items folder
Main PDF,Alair_Enterprises_USA_Inc_Alair_Homes_(Master)_2024.pdf,ALAIR ENTERPRISES USA INC._2024.pdf,File not found
JSON,Alair_Enterprises_USA_Inc_Alair_Homes_(Master)_2024_FranchiseInfo.json,ALAIR ENTERPRISES USA INC._2024_FranchiseInfo.json,File not found
Subfolder PDF,Alair_Enterprises_USA_Inc_Alair_Homes_(Master)_2024_Items1-23.pdf,ALAIR ENTERPRISES USA INC._2024_Items1-23.pdf,File not found in subfolder
Items PDF,Alair_Enterprises_USA_Inc_Alair_Homes_(Master)_2024_Items1-23.pdf,ALAIR ENTERPRISES USA INC._2024_Items1-23.pdf,File not found in Items folder
Main PDF,Alliance_Franchise_Brands_LLC_RSVP_2024.pdf,ALLIANCE FRANCHISE BRANDS LLC_2024.pdf,File not found
JSON,Alliance_Franchise_Brands_LLC_RSVP_2024_FranchiseInfo.json,ALLIANCE FRANCHISE BRANDS LLC_2024_FranchiseInfo.json,File not found
Subfolder PDF,Alliance_Franchise_Brands_LLC_RSVP_2024_Items1-23.pdf,ALLIANCE FRANCHISE BRANDS LLC_2024_Items1-23.pdf,File not found in subfolder
Items PDF,Alliance_Franchise_Brands_LLC_RSVP_2024_Items1-23.pdf,ALLIANCE FRANCHISE BRANDS LLC_2024_Items1-23.pdf,File not found in Items folder
Main PDF,Alloy_Personal_Training_LLC_Alloy_Personal_Training_2024.pdf,"ALLOY PERSONAL TRAINING, LLC_2024.pdf",File not found
JSON,Alloy_Personal_Training_LLC_Alloy_Personal_Training_2024_FranchiseInfo.json,"ALLOY PERSONAL TRAINING, LLC_2024_FranchiseInfo.json",File not found
Subfolder PDF,Alloy_Personal_Training_LLC_Alloy_Personal_Training_2024_Items1-23.pdf,"ALLOY PERSONAL TRAINING, LLC_2024_Items1-23.pdf",File not found in subfolder
Items PDF,Alloy_Personal_Training_LLC_Alloy_Personal_Training_2024_Items1-23.pdf,"ALLOY PERSONAL TRAINING, LLC_2024_Items1-23.pdf",File not found in Items folder
Main PDF,ALL_Franchising_LLC_Assisted_Living_Locators_2024.pdf,"ALL FRANCHISING, LLC_2024.pdf",File not found
JSON,ALL_Franchising_LLC_Assisted_Living_Locators_2024_FranchiseInfo.json,"ALL FRANCHISING, LLC_2024_FranchiseInfo.json",File not found
Subfolder PDF,ALL_Franchising_LLC_Assisted_Living_Locators_2024_Items1-23.pdf,"ALL FRANCHISING, LLC_2024_Items1-23.pdf",File not found in subfolder
Items PDF,ALL_Franchising_LLC_Assisted_Living_Locators_2024_Items1-23.pdf,"ALL FRANCHISING, LLC_2024_Items1-23.pdf",File not found in Items folder
Main PDF,Aloha_Poke_Franchising_LLC_ALOHA_POKE_CO_®_2024.pdf,ALOHA POKE FRANCHISING LLC_2024.pdf,File not found
JSON,Aloha_Poke_Franchising_LLC_ALOHA_POKE_CO_®_2024_FranchiseInfo.json,ALOHA POKE FRANCHISING LLC_2024_FranchiseInfo.json,File not found
Subfolder PDF,Aloha_Poke_Franchising_LLC_ALOHA_POKE_CO_®_2024_Items1-23.pdf,ALOHA POKE FRANCHISING LLC_2024_Items1-23.pdf,File not found in subfolder
Items PDF,Aloha_Poke_Franchising_LLC_ALOHA_POKE_CO_®_2024_Items1-23.pdf,ALOHA POKE FRANCHISING LLC_2024_Items1-23.pdf,File not found in Items folder
Main PDF,AlphaGraphics_Inc_AlphaGraphics_2024.pdf,"ALPHAGRAPHICS, INC._2024.pdf",File not found
JSON,AlphaGraphics_Inc_AlphaGraphics_2024_FranchiseInfo.json,"ALPHAGRAPHICS, INC._2024_FranchiseInfo.json",File not found
Subfolder PDF,AlphaGraphics_Inc_AlphaGraphics_2024_Items1-23.pdf,"ALPHAGRAPHICS, INC._2024_Items1-23.pdf",File not found in subfolder
Items PDF,AlphaGraphics_Inc_AlphaGraphics_2024_Items1-23.pdf,"ALPHAGRAPHICS, INC._2024_Items1-23.pdf",File not found in Items folder
Main PDF,Amada_Franchise_Inc_Amada_Senior_Care_2024.pdf,"AMADA FRANCHISE, INC._2024.pdf",File not found
JSON,Amada_Franchise_Inc_Amada_Senior_Care_2024_FranchiseInfo.json,"AMADA FRANCHISE, INC._2024_FranchiseInfo.json",File not found
Subfolder PDF,Amada_Franchise_Inc_Amada_Senior_Care_2024_Items1-23.pdf,"AMADA FRANCHISE, INC._2024_Items1-23.pdf",File not found in subfolder
Items PDF,Amada_Franchise_Inc_Amada_Senior_Care_2024_Items1-23.pdf,"AMADA FRANCHISE, INC._2024_Items1-23.pdf",File not found in Items folder
Main PDF,Amazing_Lash_Franchise_LLC_Amazing_Lash_Studio_2024.pdf,"AMAZING LASH FRANCHISE, LLC_2024.pdf",File not found
JSON,Amazing_Lash_Franchise_LLC_Amazing_Lash_Studio_2024_FranchiseInfo.json,"AMAZING LASH FRANCHISE, LLC_2024_FranchiseInfo.json",File not found
Subfolder PDF,Amazing_Lash_Franchise_LLC_Amazing_Lash_Studio_2024_Items1-23.pdf,"AMAZING LASH FRANCHISE, LLC_2024_Items1-23.pdf",File not found in subfolder
Items PDF,Amazing_Lash_Franchise_LLC_Amazing_Lash_Studio_2024_Items1-23.pdf,"AMAZING LASH FRANCHISE, LLC_2024_Items1-23.pdf",File not found in Items folder
Main PDF,America's_Music_School_LLC_America's_Music_School;_Bach_to_Rock_2024.pdf,AMERICA'S MUSIC SCHOOL LLC_2024.pdf,File not found
JSON,America's_Music_School_LLC_America's_Music_School;_Bach_to_Rock_2024_FranchiseInfo.json,AMERICA'S MUSIC SCHOOL LLC_2024_FranchiseInfo.json,File not found
Subfolder PDF,America's_Music_School_LLC_America's_Music_School;_Bach_to_Rock_2024_Items1-23.pdf,AMERICA'S MUSIC SCHOOL LLC_2024_Items1-23.pdf,File not found in subfolder
Items PDF,America's_Music_School_LLC_America's_Music_School;_Bach_to_Rock_2024_Items1-23.pdf,AMERICA'S MUSIC SCHOOL LLC_2024_Items1-23.pdf,File not found in Items folder
Main PDF,American_Dairy_Queen_Corporation_DQ®_Treat_franchise_2024.pdf,AMERICAN DAIRY QUEEN CORPORATION_2024.pdf,File not found
JSON,American_Dairy_Queen_Corporation_DQ®_Treat_franchise_2024_FranchiseInfo.json,AMERICAN DAIRY QUEEN CORPORATION_2024_FranchiseInfo.json,File not found
Items PDF,American_Dairy_Queen_Corporation_DQ®_Treat_franchise_2024_Items1-23.pdf,AMERICAN DAIRY QUEEN CORPORATION_2024_Items1-23.pdf,File not found in Items folder
Main PDF,American_Decorative_Coatings_LLC_Concrete_Craft_2024.pdf,"AMERICAN DECORATIVE COATINGS, LLC_2024.pdf",File not found
JSON,American_Decorative_Coatings_LLC_Concrete_Craft_2024_FranchiseInfo.json,"AMERICAN DECORATIVE COATINGS, LLC_2024_FranchiseInfo.json",File not found
Items PDF,American_Decorative_Coatings_LLC_Concrete_Craft_2024_Items1-23.pdf,"AMERICAN DECORATIVE COATINGS, LLC_2024_Items1-23.pdf",File not found in Items folder
Main PDF,American_Freight_Franchisor_LLC_American_Freight_2024.pdf,"AMERICAN FREIGHT FRANCHISOR, LLC_2024.pdf",File not found
JSON,American_Freight_Franchisor_LLC_American_Freight_2024_FranchiseInfo.json,"AMERICAN FREIGHT FRANCHISOR, LLC_2024_FranchiseInfo.json",File not found
Items PDF,American_Freight_Franchisor_LLC_American_Freight_2024_Items1-23.pdf,"AMERICAN FREIGHT FRANCHISOR, LLC_2024_Items1-23.pdf",File not found in Items folder
Main PDF,American_Leak_Detection_Tracy_Forbes_2024.pdf,AMERICAN LEAK DETECTION_2024.pdf,File not found
JSON,American_Leak_Detection_Tracy_Forbes_2024_FranchiseInfo.json,AMERICAN LEAK DETECTION_2024_FranchiseInfo.json,File not found
Items PDF,American_Leak_Detection_Tracy_Forbes_2024_Items1-23.pdf,AMERICAN LEAK DETECTION_2024_Items1-23.pdf,File not found in Items folder
Main PDF,American_Poolplayers_Association_Inc_American_Poolplayers_Association_2024.pdf,"AMERICAN POOLPLAYERS ASSOCIATION, INC._2024.pdf",File not found
JSON,American_Poolplayers_Association_Inc_American_Poolplayers_Association_2024_FranchiseInfo.json,"AMERICAN POOLPLAYERS ASSOCIATION, INC._2024_FranchiseInfo.json",File not found
Items PDF,American_Poolplayers_Association_Inc_American_Poolplayers_Association_2024_Items1-23.pdf,"AMERICAN POOLPLAYERS ASSOCIATION, INC._2024_Items1-23.pdf",File not found in Items folder
Main PDF,American_Shaman_Franchise_System_LLC_CBD_American_Shaman_2024.pdf,"AMERICAN SHAMAN FRANCHISE SYSTEM, LLC_2024.pdf",File not found
JSON,American_Shaman_Franchise_System_LLC_CBD_American_Shaman_2024_FranchiseInfo.json,"AMERICAN SHAMAN FRANCHISE SYSTEM, LLC_2024_FranchiseInfo.json",File not found
Items PDF,American_Shaman_Franchise_System_LLC_CBD_American_Shaman_2024_Items1-23.pdf,"AMERICAN SHAMAN FRANCHISE SYSTEM, LLC_2024_Items1-23.pdf",File not found in Items folder
Main PDF,AmericInn_International_LLC_AmericInn_2024.pdf,"AMERICINN INTERNATIONAL, LLC_2024.pdf",File not found
JSON,AmericInn_International_LLC_AmericInn_2024_FranchiseInfo.json,"AMERICINN INTERNATIONAL, LLC_2024_FranchiseInfo.json",File not found
Subfolder PDF,AmericInn_International_LLC_AmericInn_2024_Items1-23.pdf,"AMERICINN INTERNATIONAL, LLC_2024_Items1-23.pdf",File not found in subfolder
Items PDF,AmericInn_International_LLC_AmericInn_2024_Items1-23.pdf,"AMERICINN INTERNATIONAL, LLC_2024_Items1-23.pdf",File not found in Items folder
Main PDF,Ameriprise_Financial_Services_LLC_Ameriprise_Financial_Services_LLC_Independent_Advisor_Business_2024.pdf,AMERIPRISE FINANCIAL SERVICES LLC_2024.pdf,File not found
JSON,Ameriprise_Financial_Services_LLC_Ameriprise_Financial_Services_LLC_Independent_Advisor_Business_2024_FranchiseInfo.json,AMERIPRISE FINANCIAL SERVICES LLC_2024_FranchiseInfo.json,File not found
Subfolder PDF,Ameriprise_Financial_Services_LLC_Ameriprise_Financial_Services_LLC_Independent_Advisor_Business_2024_Items1-23.pdf,AMERIPRISE FINANCIAL SERVICES LLC_2024_Items1-23.pdf,File not found in subfolder
Items PDF,Ameriprise_Financial_Services_LLC_Ameriprise_Financial_Services_LLC_Independent_Advisor_Business_2024_Items1-23.pdf,AMERIPRISE FINANCIAL SERVICES LLC_2024_Items1-23.pdf,File not found in Items folder
Main PDF,AmerisourceBergen_Drug_Corporation_Good_Neighbor_Pharmacy_2023.pdf,AMERISOURCEBERGEN DRUG CORPORATION_2023.pdf,File not found
JSON,AmerisourceBergen_Drug_Corporation_Good_Neighbor_Pharmacy_2023_FranchiseInfo.json,AMERISOURCEBERGEN DRUG CORPORATION_2023_FranchiseInfo.json,File not found
Subfolder PDF,AmerisourceBergen_Drug_Corporation_Good_Neighbor_Pharmacy_2023_Items1-23.pdf,AMERISOURCEBERGEN DRUG CORPORATION_2023_Items1-23.pdf,File not found in subfolder
Items PDF,AmerisourceBergen_Drug_Corporation_Good_Neighbor_Pharmacy_2023_Items1-23.pdf,AMERISOURCEBERGEN DRUG CORPORATION_2023_Items1-23.pdf,File not found in Items folder
Main PDF,AMRAMP_LLC_AMRAMP_2023.pdf,"AMRAMP, LLC_2023.pdf",File not found
JSON,AMRAMP_LLC_AMRAMP_2023_FranchiseInfo.json,"AMRAMP, LLC_2023_FranchiseInfo.json",File not found
Subfolder PDF,AMRAMP_LLC_AMRAMP_2023_Items1-23.pdf,"AMRAMP, LLC_2023_Items1-23.pdf",File not found in subfolder
Items PDF,AMRAMP_LLC_AMRAMP_2023_Items1-23.pdf,"AMRAMP, LLC_2023_Items1-23.pdf",File not found in Items folder
Main PDF,AmSpirit_Franchise_Corporation_NoTradeName_2024.pdf,AMSPIRIT FRANCHISE CORPORATION_2024.pdf,File not found
JSON,AmSpirit_Franchise_Corporation_NoTradeName_2024_FranchiseInfo.json,AMSPIRIT FRANCHISE CORPORATION_2024_FranchiseInfo.json,File not found
Subfolder PDF,AmSpirit_Franchise_Corporation_NoTradeName_2024_Items1-23.pdf,AMSPIRIT FRANCHISE CORPORATION_2024_Items1-23.pdf,File not found in subfolder
Items PDF,AmSpirit_Franchise_Corporation_NoTradeName_2024_Items1-23.pdf,AMSPIRIT FRANCHISE CORPORATION_2024_Items1-23.pdf,File not found in Items folder
Main PDF,Anago_Franchising_Inc_NoTradeName_2024.pdf,"ANAGO FRANCHISING, INC._2024.pdf",File not found
JSON,Anago_Franchising_Inc_NoTradeName_2024_FranchiseInfo.json,"ANAGO FRANCHISING, INC._2024_FranchiseInfo.json",File not found
Subfolder PDF,Anago_Franchising_Inc_NoTradeName_2024_Items1-23.pdf,"ANAGO FRANCHISING, INC._2024_Items1-23.pdf",File not found in subfolder
Items PDF,Anago_Franchising_Inc_NoTradeName_2024_Items1-23.pdf,"ANAGO FRANCHISING, INC._2024_Items1-23.pdf",File not found in Items folder
Main PDF,Anchored_Tiny_Homes_Franchising_LLC_Anchored_Tiny_Homes_2024.pdf,"ANCHORED TINY HOMES FRANCHISING, LLC_2024.pdf",File not found
JSON,Anchored_Tiny_Homes_Franchising_LLC_Anchored_Tiny_Homes_2024_FranchiseInfo.json,"ANCHORED TINY HOMES FRANCHISING, LLC_2024_FranchiseInfo.json",File not found
Subfolder PDF,Anchored_Tiny_Homes_Franchising_LLC_Anchored_Tiny_Homes_2024_Items1-23.pdf,"ANCHORED TINY HOMES FRANCHISING, LLC_2024_Items1-23.pdf",File not found in subfolder
Items PDF,Anchored_Tiny_Homes_Franchising_LLC_Anchored_Tiny_Homes_2024_Items1-23.pdf,"ANCHORED TINY HOMES FRANCHISING, LLC_2024_Items1-23.pdf",File not found in Items folder
Main PDF,Angry_Chickz_Franchising_LLC_Angry_Chickz_2024.pdf,ANGRY CHICKZ FRANCHISING LLC_2024.pdf,File not found
JSON,Angry_Chickz_Franchising_LLC_Angry_Chickz_2024_FranchiseInfo.json,ANGRY CHICKZ FRANCHISING LLC_2024_FranchiseInfo.json,File not found
Items PDF,Angry_Chickz_Franchising_LLC_Angry_Chickz_2024_Items1-23.pdf,ANGRY CHICKZ FRANCHISING LLC_2024_Items1-23.pdf,File not found in Items folder
Main PDF,ANGRY_CRAB_SHACK_FRANCHISE_LLC_ANGRY_CRAB_SHACK_2024.pdf,"ANGRY CRAB SHACK FRANCHISE, LLC_2024.pdf",File not found
JSON,ANGRY_CRAB_SHACK_FRANCHISE_LLC_ANGRY_CRAB_SHACK_2024_FranchiseInfo.json,"ANGRY CRAB SHACK FRANCHISE, LLC_2024_FranchiseInfo.json",File not found
Items PDF,ANGRY_CRAB_SHACK_FRANCHISE_LLC_ANGRY_CRAB_SHACK_2024_Items1-23.pdf,"ANGRY CRAB SHACK FRANCHISE, LLC_2024_Items1-23.pdf",File not found in Items folder
Main PDF,ANNEX_BRANDS_INC_Annex_Brands_Commercial_Center_2024.pdf,ANNEX BRANDS INC_2024.pdf,File not found
JSON,ANNEX_BRANDS_INC_Annex_Brands_Commercial_Center_2024_FranchiseInfo.json,ANNEX BRANDS INC_2024_FranchiseInfo.json,File not found
Subfolder PDF,ANNEX_BRANDS_INC_Annex_Brands_Commercial_Center_2024_Items1-23.pdf,ANNEX BRANDS INC_2024_Items1-23.pdf,File not found in subfolder
Items PDF,ANNEX_BRANDS_INC_Annex_Brands_Commercial_Center_2024_Items1-23.pdf,ANNEX BRANDS INC_2024_Items1-23.pdf,File not found in Items folder
Main PDF,Another_Broken_Egg_of_America_LLC_Another_Broken_Egg_Cafe_2024.pdf,"ANOTHER BROKEN EGG OF AMERICA, LLC_2024.pdf",File not found
JSON,Another_Broken_Egg_of_America_LLC_Another_Broken_Egg_Cafe_2024_FranchiseInfo.json,"ANOTHER BROKEN EGG OF AMERICA, LLC_2024_FranchiseInfo.json",File not found
Subfolder PDF,Another_Broken_Egg_of_America_LLC_Another_Broken_Egg_Cafe_2024_Items1-23.pdf,"ANOTHER BROKEN EGG OF AMERICA, LLC_2024_Items1-23.pdf",File not found in subfolder
Items PDF,Another_Broken_Egg_of_America_LLC_Another_Broken_Egg_Cafe_2024_Items1-23.pdf,"ANOTHER BROKEN EGG OF AMERICA, LLC_2024_Items1-23.pdf",File not found in Items folder
Main PDF,Anytime_Fitness_Franchisor_LLC_Anytime_Fitness;_Anytime_Fitness_Express_2024.pdf,ANYTIME FITNESS FRANCHISOR LLC_2024.pdf,File not found
JSON,Anytime_Fitness_Franchisor_LLC_Anytime_Fitness;_Anytime_Fitness_Express_2024_FranchiseInfo.json,ANYTIME FITNESS FRANCHISOR LLC_2024_FranchiseInfo.json,File not found
Subfolder PDF,Anytime_Fitness_Franchisor_LLC_Anytime_Fitness;_Anytime_Fitness_Express_2024_Items1-23.pdf,ANYTIME FITNESS FRANCHISOR LLC_2024_Items1-23.pdf,File not found in subfolder
Items PDF,Anytime_Fitness_Franchisor_LLC_Anytime_Fitness;_Anytime_Fitness_Express_2024_Items1-23.pdf,ANYTIME FITNESS FRANCHISOR LLC_2024_Items1-23.pdf,File not found in Items folder
Main PDF,Any_Test_Franchising_Inc_Any_Lab_Test_Now_2024.pdf,"ANY TEST FRANCHISING, INC._2024.pdf",File not found
JSON,Any_Test_Franchising_Inc_Any_Lab_Test_Now_2024_FranchiseInfo.json,"ANY TEST FRANCHISING, INC._2024_FranchiseInfo.json",File not found
Items PDF,Any_Test_Franchising_Inc_Any_Lab_Test_Now_2024_Items1-23.pdf,"ANY TEST FRANCHISING, INC._2024_Items1-23.pdf",File not found in Items folder
Main PDF,Any_Test_Franchising_LLC_Any_Lab_Test_Now_2024.pdf,"ANY TEST FRANCHISING, LLC_2024.pdf",File not found
JSON,Any_Test_Franchising_LLC_Any_Lab_Test_Now_2024_FranchiseInfo.json,"ANY TEST FRANCHISING, LLC_2024_FranchiseInfo.json",File not found
Items PDF,Any_Test_Franchising_LLC_Any_Lab_Test_Now_2024_Items1-23.pdf,"ANY TEST FRANCHISING, LLC_2024_Items1-23.pdf",File not found in Items folder
Main PDF,Apex_Leadership_Franchising_LLC_Apex_Fun_Run_2023.pdf,"APEX LEADERSHIP FRANCHISING, LLC_2023.pdf",File not found
JSON,Apex_Leadership_Franchising_LLC_Apex_Fun_Run_2023_FranchiseInfo.json,"APEX LEADERSHIP FRANCHISING, LLC_2023_FranchiseInfo.json",File not found
Subfolder PDF,Apex_Leadership_Franchising_LLC_Apex_Fun_Run_2023_Items1-23.pdf,"APEX LEADERSHIP FRANCHISING, LLC_2023_Items1-23.pdf",File not found in subfolder
Items PDF,Apex_Leadership_Franchising_LLC_Apex_Fun_Run_2023_Items1-23.pdf,"APEX LEADERSHIP FRANCHISING, LLC_2023_Items1-23.pdf",File not found in Items folder
Main PDF,Applebee's_Franchisor_LLC_Applebee's_Neighborhood_Grill_&_Bar_2024.pdf,APPLEBEE'S FRANCHISOR LLC_2024.pdf,File not found
JSON,Applebee's_Franchisor_LLC_Applebee's_Neighborhood_Grill_&_Bar_2024_FranchiseInfo.json,APPLEBEE'S FRANCHISOR LLC_2024_FranchiseInfo.json,File not found
Subfolder PDF,Applebee's_Franchisor_LLC_Applebee's_Neighborhood_Grill_&_Bar_2024_Items1-23.pdf,APPLEBEE'S FRANCHISOR LLC_2024_Items1-23.pdf,File not found in subfolder
Items PDF,Applebee's_Franchisor_LLC_Applebee's_Neighborhood_Grill_&_Bar_2024_Items1-23.pdf,APPLEBEE'S FRANCHISOR LLC_2024_Items1-23.pdf,File not found in Items folder
Main PDF,Aqua-Tots_Swim_School_Holding_LLC_Aqua-Tots_Swim_Schools_2024.pdf,AQUA-TOTS SWIM SCHOOL HOLDING LLC_2024.pdf,File not found
JSON,Aqua-Tots_Swim_School_Holding_LLC_Aqua-Tots_Swim_Schools_2024_FranchiseInfo.json,AQUA-TOTS SWIM SCHOOL HOLDING LLC_2024_FranchiseInfo.json,File not found
Subfolder PDF,Aqua-Tots_Swim_School_Holding_LLC_Aqua-Tots_Swim_Schools_2024_Items1-23.pdf,AQUA-TOTS SWIM SCHOOL HOLDING LLC_2024_Items1-23.pdf,File not found in subfolder
Items PDF,Aqua-Tots_Swim_School_Holding_LLC_Aqua-Tots_Swim_Schools_2024_Items1-23.pdf,AQUA-TOTS SWIM SCHOOL HOLDING LLC_2024_Items1-23.pdf,File not found in Items folder
Main PDF,Arby's_Franchisor_LLC_Arby's_2024.pdf,"ARBY'S FRANCHISOR, LLC_2024.pdf",File not found
JSON,Arby's_Franchisor_LLC_Arby's_2024_FranchiseInfo.json,"ARBY'S FRANCHISOR, LLC_2024_FranchiseInfo.json",File not found
Subfolder PDF,Arby's_Franchisor_LLC_Arby's_2024_Items1-23.pdf,"ARBY'S FRANCHISOR, LLC_2024_Items1-23.pdf",File not found in subfolder
Items PDF,Arby's_Franchisor_LLC_Arby's_2024_Items1-23.pdf,"ARBY'S FRANCHISOR, LLC_2024_Items1-23.pdf",File not found in Items folder
Main PDF,Archadeck_Franchisor_LLC_Archadeck_Outdoor_Living_2024.pdf,"ARCHADECK FRANCHISOR, LLC_2024.pdf",File not found
JSON,Archadeck_Franchisor_LLC_Archadeck_Outdoor_Living_2024_FranchiseInfo.json,"ARCHADECK FRANCHISOR, LLC_2024_FranchiseInfo.json",File not found
